ranker,player,nationality,position,team,comp_level,age,birth_year,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,matches
2101,Gaëtan Perrin,fr FRA,"MF,FW",Auxerre,fr Ligue 1,28,1996,34,31,"2,691",29.9,10,11,21,10,0,0,2,0,6.1,6.1,7.8,13.9,83,142,125,0.33,0.37,0.70,0.33,0.70,0.20,0.26,0.47,0.20,0.47,Matches
2102,Máximo Perrone,ar ARG,MF,Como,it Serie A,21,2003,26,20,"1,857",20.6,0,3,3,0,0,0,6,0,0.9,0.9,2.2,3.1,16,98,19,0.00,0.15,0.15,0.00,0.15,0.04,0.11,0.15,0.04,0.15,Matches
2103,Noah Pesch,hr CRO,FW,Gladbach,de Bundesliga,19,2005,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2104,Matteo Pessina,it ITA,MF,Monza,it Serie A,27,1997,11,10,854,9.5,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,8,28,20,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
2105,Andrea Petagna,it ITA,FW,Monza,it Serie A,29,1995,13,2,335,3.7,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,2,1,17,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.05,0.05,0.05,Matches
2106,Prosper Peter,ng NGA,"MF,FW",Angers,fr Ligue 1,16,2007,2,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2107,Léo Pétrot,fr FRA,DF,Saint-Étienne,fr Ligue 1,27,1997,31,29,"2,634",29.3,0,3,3,0,0,0,4,0,0.6,0.6,1.6,2.2,28,93,100,0.00,0.10,0.10,0.00,0.10,0.02,0.06,0.08,0.02,0.08,Matches
2108,Đorđe Petrović,rs SRB,GK,Strasbourg,fr Ligue 1,24,1999,31,31,"2,790",31.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2109,Giuseppe Pezzella,it ITA,"DF,FW",Empoli,it Serie A,26,1997,35,34,"2,878",32.0,0,3,3,0,0,0,7,0,0.6,0.6,4.6,5.2,77,80,143,0.00,0.09,0.09,0.00,0.09,0.02,0.14,0.16,0.02,0.16,Matches
2110,Valentín Pezzolesi,es ESP,DF,Las Palmas,es La Liga,17,2007,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2111,Luca Philipp,de GER,GK,Hoffenheim,de Bundesliga,23,2000,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2112,Maximilian Philipp,de GER,"MF,FW",Freiburg,de Bundesliga,30,1994,2,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.22,0.22,0.22,Matches
2113,Kalvin Phillips,eng ENG,MF,Ipswich Town,eng Premier League,28,1995,19,14,"1,237",13.7,0,0,0,0,0,0,6,1,0.4,0.4,0.2,0.7,4,51,4,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05,Matches
2114,Jaden Philogene Bidace,eng ENG,"FW,MF",Aston Villa,eng Premier League,22,2002,11,2,332,3.7,0,0,0,0,0,0,4,1,0.5,0.5,0.3,0.8,7,4,17,0.00,0.00,0.00,0.00,0.00,0.13,0.08,0.20,0.13,0.20,Matches
2115,Jaden Philogene Bidace,eng ENG,"FW,DF",Ipswich Town,eng Premier League,22,2002,10,5,474,5.3,2,0,2,2,0,0,1,0,2.0,2.0,0.2,2.2,13,10,36,0.38,0.00,0.38,0.38,0.38,0.37,0.05,0.42,0.37,0.42,Matches
2116,Pica,es ESP,DF,Alavés,es La Liga,22,2002,9,5,499,5.5,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.4,3,15,0,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.06,0.06,0.06,Matches
2117,Roberto Piccoli,it ITA,FW,Cagliari,it Serie A,23,2001,37,37,"3,127",34.7,10,1,11,9,1,1,6,0,12.7,12.0,0.9,12.9,30,37,165,0.29,0.03,0.32,0.26,0.29,0.37,0.03,0.39,0.34,0.37,Matches
2118,Benedikt Pichler,at AUT,FW,Holstein Kiel,de Bundesliga,27,1997,18,7,785,8.7,1,2,3,1,0,0,1,0,2.3,2.3,1.1,3.4,18,19,58,0.11,0.23,0.34,0.11,0.34,0.26,0.13,0.39,0.26,0.39,Matches
2119,Jordan Pickford,eng ENG,GK,Everton,eng Premier League,30,1994,38,38,"3,420",38.0,0,1,1,0,0,0,7,0,0.0,0.0,0.4,0.4,0,0,0,0.00,0.03,0.03,0.00,0.03,0.00,0.01,0.01,0.00,0.01,Matches
2120,Amos Pieper,de GER,DF,Werder Bremen,de Bundesliga,26,1998,23,16,"1,498",16.6,0,0,0,0,0,0,3,0,0.4,0.4,0.6,1.0,11,62,3,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.06,0.03,0.06,Matches
2121,Marvin Pieringer,de GER,"FW,MF",Heidenheim,de Bundesliga,24,1999,31,26,"2,206",24.5,7,4,11,4,3,3,7,0,8.9,6.6,4.0,10.6,23,59,115,0.29,0.16,0.45,0.16,0.33,0.36,0.16,0.53,0.27,0.43,Matches
2122,Nicholas Pierini,it ITA,MF,Venezia,it Serie A,25,1998,2,0,83,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,2,4,0.00,0.00,0.00,0.00,0.00,0.04,0.10,0.13,0.04,0.13,Matches
2123,Santiago Pierotti,ar ARG,FW,Lecce,it Serie A,23,2001,36,22,"1,937",21.5,4,2,6,4,0,0,6,1,3.1,3.1,2.4,5.5,43,38,85,0.19,0.09,0.28,0.19,0.28,0.14,0.11,0.25,0.14,0.25,Matches
2124,Balthazar Pierret,fr FRA,MF,Lecce,it Serie A,24,2000,30,21,"1,723",19.1,0,0,0,0,0,0,2,0,0.2,0.2,0.4,0.6,13,82,13,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
2125,Andrea Pinamonti,it ITA,FW,Genoa,it Serie A,25,1999,36,33,"2,850",31.7,10,1,11,10,0,1,4,0,7.7,7.0,1.7,8.7,20,46,132,0.32,0.03,0.35,0.32,0.35,0.24,0.05,0.30,0.22,0.27,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
2126,Ethan Pinnock,jm JAM,DF,Brentford,eng Premier League,31,1993,22,21,"1,913",21.3,2,0,2,2,0,0,2,0,1.1,1.1,1.2,2.3,3,41,9,0.09,0.00,0.09,0.09,0.09,0.05,0.05,0.11,0.05,0.11,Matches
2127,Yeremi Pino,es ESP,"MF,FW",Villarreal,es La Liga,21,2002,34,25,"1,934",21.5,4,7,11,4,0,0,11,0,3.9,3.9,5.3,9.2,42,66,213,0.19,0.33,0.51,0.19,0.51,0.18,0.25,0.43,0.18,0.43,Matches
2128,Nicola Pintus,it ITA,DF,Cagliari,it Serie A,19,2005,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2129,Niccolò Pisilli,it ITA,MF,Roma,it Serie A,19,2004,28,11,"1,227",13.6,2,1,3,2,0,0,7,0,2.7,2.7,0.7,3.4,22,63,44,0.15,0.07,0.22,0.15,0.22,0.20,0.05,0.25,0.20,0.25,Matches
2130,Damián Pizarro,cl CHI,"FW,MF",Udinese,it Serie A,19,2005,2,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2131,Semuel Pizzignacco,it ITA,GK,Monza,it Serie A,22,2001,9,8,736,8.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2132,Alassane Pléa,fr FRA,"MF,FW",Gladbach,de Bundesliga,31,1993,30,24,"1,902",21.1,11,4,15,10,1,1,3,0,7.4,6.6,3.1,9.8,51,116,141,0.52,0.19,0.71,0.47,0.66,0.35,0.15,0.50,0.31,0.46,Matches
2133,Tommaso Pobega,it ITA,MF,Bologna,it Serie A,25,1999,21,13,"1,178",13.1,2,2,4,2,0,0,6,2,2.1,2.0,1.4,3.4,12,42,23,0.15,0.15,0.31,0.15,0.31,0.16,0.11,0.27,0.15,0.26,Matches
2134,Daniel Podence,pt POR,"MF,FW",Wolves,eng Premier League,28,1995,2,0,48,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,3,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches
2135,Joel Pohjanpalo,fi FIN,FW,Venezia,it Serie A,29,1994,20,19,"1,603",17.8,6,0,6,3,3,4,1,0,7.5,4.3,1.7,6.0,9,29,72,0.34,0.00,0.34,0.17,0.17,0.42,0.09,0.51,0.24,0.33,Matches
2136,Matteo Politano,it ITA,"FW,MF",Napoli,it Serie A,30,1993,37,34,"2,804",31.2,3,4,7,3,0,0,3,0,3.1,3.1,4.8,7.9,135,129,278,0.10,0.13,0.22,0.10,0.22,0.10,0.15,0.25,0.10,0.25,Matches
2137,Alfie Pond,eng ENG,DF,Wolves,eng Premier League,20,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2138,Marin Pongračić,hr CRO,DF,Fiorentina,it Serie A,26,1997,20,14,"1,367",15.2,0,0,0,0,0,0,3,1,0.2,0.2,0.2,0.4,7,34,5,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.03,0.01,0.03,Matches
2139,Nick Pope,eng ENG,GK,Newcastle Utd,eng Premier League,32,1992,28,28,"2,520",28.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2140,Finn Porath,de GER,"DF,MF",Holstein Kiel,de Bundesliga,27,1997,31,20,"1,970",21.9,2,3,5,2,0,0,3,0,1.9,1.8,2.0,3.8,42,58,69,0.09,0.14,0.23,0.09,0.23,0.09,0.09,0.18,0.08,0.18,Matches
2141,Pedro Porro,es ESP,DF,Tottenham,eng Premier League,24,1999,33,28,"2,610",29.0,2,6,8,2,0,0,5,0,1.6,1.6,5.0,6.6,65,154,109,0.07,0.21,0.28,0.07,0.28,0.05,0.17,0.23,0.05,0.23,Matches
2142,Portu,es ESP,"FW,MF",Girona,es La Liga,32,1992,27,6,779,8.7,1,2,3,1,0,0,4,0,1.6,1.6,1.7,3.3,20,16,79,0.12,0.23,0.35,0.12,0.35,0.19,0.19,0.38,0.19,0.38,Matches
2143,Stefan Posch,at AUT,DF,Bologna,it Serie A,27,1997,14,7,714,7.9,0,0,0,0,0,0,1,0,0.3,0.3,0.7,1.0,11,36,35,0.00,0.00,0.00,0.00,0.00,0.04,0.09,0.13,0.04,0.13,Matches
2144,Stefan Posch,at AUT,DF,Atalanta,it Serie A,27,1997,5,4,387,4.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,5,23,5,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
2145,Tom Pouilly,fr FRA,"DF,MF",Lens,fr Ligue 1,21,2003,10,2,273,3.0,0,0,0,0,0,0,1,0,0.4,0.4,0.4,0.9,12,11,34,0.00,0.00,0.00,0.00,0.00,0.14,0.15,0.28,0.14,0.28,Matches
2146,Yussuf Poulsen,dk DEN,"FW,MF",RB Leipzig,de Bundesliga,30,1994,22,2,378,4.2,2,0,2,2,0,0,1,0,3.3,3.3,0.6,3.9,2,12,30,0.48,0.00,0.48,0.48,0.48,0.80,0.13,0.93,0.80,0.93,Matches
2147,Beñat Prados,es ESP,MF,Athletic Club,es La Liga,23,2001,30,21,"1,715",19.1,1,0,1,1,0,0,7,0,1.0,1.0,1.1,2.1,20,78,32,0.05,0.00,0.05,0.05,0.05,0.05,0.06,0.11,0.05,0.11,Matches
2148,Alexander Prass,at AUT,DF,Hoffenheim,de Bundesliga,23,2001,23,19,"1,566",17.4,0,1,1,0,0,0,1,0,0.9,0.9,2.8,3.6,28,63,66,0.00,0.06,0.06,0.00,0.06,0.05,0.16,0.21,0.05,0.21,Matches
2149,Matteo Prati,it ITA,MF,Cagliari,it Serie A,20,2003,12,8,570,6.3,0,0,0,0,0,0,1,0,0.1,0.1,0.7,0.8,2,23,7,0.00,0.00,0.00,0.00,0.00,0.02,0.11,0.12,0.02,0.12,Matches
2150,Abdón Prats,es ESP,"FW,MF",Mallorca,es La Liga,31,1992,24,3,456,5.1,2,0,2,1,1,1,4,0,2.2,1.5,0.1,1.6,0,7,14,0.39,0.00,0.39,0.20,0.20,0.45,0.03,0.47,0.29,0.32,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
2151,David Preu,de GER,"MF,DF",Union Berlin,de Bundesliga,19,2004,5,1,121,1.3,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,3,9,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.10,Matches
2152,Grischa Prömel,de GER,MF,Hoffenheim,de Bundesliga,29,1995,2,2,174,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,5,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2153,Ivan Provedel,it ITA,GK,Lazio,it Serie A,30,1994,29,29,"2,610",29.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
2154,Ivan Prtajin,hr CRO,FW,Union Berlin,de Bundesliga,28,1996,5,2,161,1.8,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.7,1,1,17,0.00,0.00,0.00,0.00,0.00,0.29,0.08,0.37,0.29,0.37,Matches
2155,Javi Puado,es ESP,"FW,MF",Espanyol,es La Liga,26,1998,35,35,"2,974",33.0,12,4,16,7,5,5,8,0,11.6,7.7,3.0,10.7,73,75,113,0.36,0.12,0.48,0.21,0.33,0.35,0.09,0.44,0.23,0.32,Matches
2156,Tymoteusz Puchacz,pl POL,DF,Holstein Kiel,de Bundesliga,25,1999,10,5,396,4.4,0,1,1,0,0,0,0,0,0.1,0.1,0.6,0.7,13,8,30,0.00,0.23,0.23,0.00,0.23,0.02,0.14,0.16,0.02,0.16,Matches
2157,Diego Pugno,it ITA,FW,Juventus,it Serie A,18,2006,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.76,0.76,0.00,0.76,Matches
2158,Christian Pulisic,us USA,"FW,MF",Milan,it Serie A,25,1998,34,29,"2,478",27.5,11,9,20,8,3,4,1,0,12.0,8.9,6.4,15.2,121,105,191,0.40,0.33,0.73,0.29,0.62,0.44,0.23,0.67,0.32,0.55,Matches
2159,Jarell Quansah,eng ENG,DF,Liverpool,eng Premier League,21,2003,13,4,495,5.5,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,3,19,4,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Matches
2160,Leopold Querfeld,at AUT,DF,Union Berlin,de Bundesliga,20,2003,27,17,"1,747",19.4,2,2,4,2,0,0,8,0,1.1,1.1,1.0,2.2,3,49,5,0.10,0.10,0.21,0.10,0.21,0.06,0.05,0.11,0.06,0.11,Matches
2161,Dani Raba,es ESP,"FW,MF",Leganés,es La Liga,28,1995,29,24,"1,879",20.9,8,6,14,4,4,5,6,0,7.5,3.6,5.3,8.9,42,69,101,0.38,0.29,0.67,0.19,0.48,0.36,0.25,0.61,0.17,0.43,Matches
2162,Adrien Rabiot,fr FRA,MF,Marseille,fr Ligue 1,29,1995,29,27,"2,485",27.6,9,4,13,9,0,0,4,0,7.3,7.3,3.8,11.1,79,168,174,0.33,0.14,0.47,0.33,0.47,0.26,0.14,0.40,0.26,0.40,Matches
2163,Ionuț Radu,ro ROU,GK,Venezia,it Serie A,27,1997,15,15,"1,350",15.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2164,Hamza Rafia,tn TUN,MF,Lecce,it Serie A,25,1999,18,14,"1,058",11.8,0,0,0,0,0,0,4,0,0.5,0.5,1.4,1.9,13,51,32,0.00,0.00,0.00,0.00,0.00,0.04,0.12,0.16,0.04,0.16,Matches
2165,Arnau Rafús,es ESP,GK,Valladolid,es La Liga,21,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2166,Antonio Raillo,es ESP,DF,Mallorca,es La Liga,32,1991,36,36,"3,207",35.6,2,0,2,2,0,0,7,1,2.0,2.0,1.6,3.7,31,108,20,0.06,0.00,0.06,0.06,0.06,0.06,0.05,0.10,0.06,0.10,Matches
2167,Antonio Raimondo,it ITA,"FW,DF",Venezia,it Serie A,20,2004,9,0,94,1.0,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,2,2,7,0.00,0.00,0.00,0.00,0.00,0.31,0.09,0.40,0.31,0.40,Matches
2168,Ylber Ramadani,al ALB,MF,Lecce,it Serie A,28,1996,29,21,"1,807",20.1,1,1,2,1,0,0,4,0,0.6,0.6,1.1,1.7,9,60,7,0.05,0.05,0.10,0.05,0.10,0.03,0.06,0.09,0.03,0.09,Matches
2169,Benito Ramírez,es ESP,"DF,FW",Las Palmas,es La Liga,29,1995,19,2,478,5.3,0,0,0,0,0,0,2,1,0.3,0.3,0.9,1.2,14,16,62,0.00,0.00,0.00,0.00,0.00,0.06,0.16,0.22,0.06,0.22,Matches
2170,Sandro Ramírez,es ESP,"FW,MF",Las Palmas,es La Liga,29,1995,31,25,"2,034",22.6,9,3,12,8,1,1,6,0,4.1,3.3,3.4,6.7,52,52,121,0.40,0.13,0.53,0.35,0.49,0.18,0.15,0.33,0.15,0.29,Matches
2171,Jacobo Ramón,es ESP,DF,Real Madrid,es La Liga,19,2005,3,2,204,2.3,1,0,1,1,0,0,1,0,0.2,0.2,0.2,0.4,0,1,2,0.44,0.00,0.44,0.44,0.44,0.07,0.09,0.16,0.07,0.16,Matches
2172,Gonçalo Ramos,pt POR,FW,Paris S-G,fr Ligue 1,23,2001,22,12,"1,066",11.8,10,3,13,8,2,3,1,0,13.6,11.3,2.2,13.4,11,24,63,0.84,0.25,1.10,0.68,0.93,1.15,0.18,1.33,0.95,1.13,Matches
2173,Aaron Ramsdale,eng ENG,GK,Southampton,eng Premier League,26,1998,30,30,"2,700",30.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2174,Jacob Ramsey,eng ENG,"FW,MF",Aston Villa,eng Premier League,23,2001,29,19,"1,623",18.0,1,3,4,1,0,0,4,1,1.6,1.6,2.3,3.9,61,68,114,0.06,0.17,0.22,0.06,0.22,0.09,0.13,0.22,0.09,0.22,Matches
2175,Luca Ranieri,it ITA,DF,Fiorentina,it Serie A,25,1999,36,35,"3,071",34.1,1,3,4,1,0,0,7,0,1.1,1.1,1.7,2.7,25,80,11,0.03,0.09,0.12,0.03,0.12,0.03,0.05,0.08,0.03,0.08,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
2176,Grant Ranos,am ARM,FW,Gladbach,de Bundesliga,21,2003,2,0,20,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2177,Lilian Raolisoa,fr FRA,"DF,FW",Angers,fr Ligue 1,24,2000,29,14,"1,318",14.6,0,3,3,0,0,0,1,2,0.7,0.7,2.0,2.7,33,47,62,0.00,0.20,0.20,0.00,0.20,0.05,0.13,0.18,0.05,0.18,Matches
2178,Raphinha,br BRA,"FW,MF",Barcelona,es La Liga,27,1996,36,32,"2,839",31.5,18,9,27,16,2,2,4,0,19.2,17.6,12.7,30.3,94,135,349,0.57,0.29,0.86,0.51,0.79,0.61,0.40,1.01,0.56,0.96,Matches
2179,Marcus Rashford,eng ENG,"FW,MF",Manchester Utd,eng Premier League,26,1997,15,12,978,10.9,4,1,5,4,0,0,2,0,1.7,1.7,2.1,3.8,20,21,79,0.37,0.09,0.46,0.37,0.46,0.16,0.19,0.35,0.16,0.35,Matches
2180,Marcus Rashford,eng ENG,FW,Aston Villa,eng Premier League,26,1997,10,4,444,4.9,2,2,4,1,1,1,0,0,3.1,2.3,2.3,4.5,22,13,42,0.41,0.41,0.81,0.20,0.61,0.62,0.46,1.08,0.46,0.92,Matches
2181,Giacomo Raspadori,it ITA,"FW,MF",Napoli,it Serie A,24,2000,26,11,"1,103",12.3,6,1,7,6,0,0,1,0,4.0,4.0,2.4,6.4,18,42,57,0.49,0.08,0.57,0.49,0.57,0.33,0.20,0.52,0.33,0.52,Matches
2182,Andrei Ratiu,ro ROU,DF,Rayo Vallecano,es La Liga,26,1998,35,34,"3,065",34.1,2,3,5,2,0,0,5,0,1.8,1.8,5.7,7.5,122,145,167,0.06,0.09,0.15,0.06,0.15,0.05,0.17,0.22,0.05,0.22,Matches
2183,Raúl,es ESP,"FW,MF",Osasuna,es La Liga,23,2000,32,5,750,8.3,4,0,4,4,0,0,1,0,3.5,3.5,0.7,4.1,10,16,49,0.48,0.00,0.48,0.48,0.48,0.41,0.08,0.50,0.41,0.50,Matches
2184,David Raum,de GER,DF,RB Leipzig,de Bundesliga,26,1998,22,21,"1,783",19.8,1,5,6,1,0,0,5,0,0.5,0.5,6.5,6.9,36,71,127,0.05,0.25,0.30,0.05,0.30,0.02,0.33,0.35,0.02,0.35,Matches
2185,Federico Ravaglia,it ITA,GK,Bologna,it Serie A,24,1999,12,11,"1,056",11.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2186,Rayan Raveloson,mg MAD,"MF,DF",Auxerre,fr Ligue 1,27,1997,13,7,724,8.0,1,0,1,1,0,0,3,0,0.8,0.8,0.2,1.0,5,31,12,0.12,0.00,0.12,0.12,0.12,0.10,0.02,0.12,0.10,0.12,Matches
2187,David Raya,es ESP,GK,Arsenal,eng Premier League,28,1995,38,38,"3,420",38.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,14,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2188,Abde Rebbach,dz ALG,"FW,MF",Alavés,es La Liga,25,1998,8,4,385,4.3,0,0,0,0,0,0,1,0,0.2,0.2,0.3,0.5,16,5,34,0.00,0.00,0.00,0.00,0.00,0.04,0.07,0.11,0.04,0.11,Matches
2189,Ante Rebić,hr CRO,"FW,MF",Lecce,it Serie A,30,1993,27,7,788,8.8,1,0,1,1,0,0,3,2,2.1,2.1,2.1,4.2,17,36,63,0.11,0.00,0.11,0.11,0.11,0.24,0.24,0.48,0.24,0.48,Matches
2190,Harrison Reed,eng ENG,MF,Fulham,eng Premier League,29,1995,12,0,108,1.2,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,1,4,7,0.00,0.00,0.00,0.00,0.00,0.21,0.07,0.27,0.21,0.27,Matches
2191,Remy Rees-Dottin,eng ENG,FW,Bournemouth,eng Premier League,18,2006,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2192,Sergio Reguilón,es ESP,DF,Tottenham,eng Premier League,27,1996,4,1,196,2.2,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,5,13,12,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.07,0.05,0.07,Matches
2193,Tijjani Reijnders,nl NED,MF,Milan,it Serie A,26,1998,37,36,"3,128",34.8,10,4,14,10,0,0,2,1,7.5,7.5,3.5,11.0,111,230,121,0.29,0.12,0.40,0.29,0.40,0.22,0.10,0.32,0.22,0.32,Matches
2194,Pepe Reina,es ESP,GK,Como,it Serie A,41,1982,12,12,"1,034",11.5,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2195,Vitor Reis,br BRA,DF,Manchester City,eng Premier League,18,2006,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2196,Rocco Reitz,de GER,MF,Gladbach,de Bundesliga,22,2002,27,21,"1,830",20.3,2,1,3,2,0,0,1,0,1.7,1.7,2.1,3.8,18,91,30,0.10,0.05,0.15,0.10,0.15,0.08,0.10,0.19,0.08,0.19,Matches
2197,Nicolai Remberg,de GER,MF,Holstein Kiel,de Bundesliga,24,2000,32,26,"2,417",26.9,0,1,1,0,0,0,11,0,1.5,1.5,0.8,2.3,25,80,31,0.00,0.04,0.04,0.00,0.04,0.06,0.03,0.09,0.06,0.09,Matches
2198,Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,29,1995,36,36,"3,240",36.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2199,Devyne Rensch,nl NED,DF,Roma,it Serie A,21,2003,14,5,469,5.2,0,1,1,0,0,0,0,0,0.3,0.3,0.8,1.0,2,14,25,0.00,0.19,0.19,0.00,0.19,0.05,0.15,0.20,0.05,0.20,Matches
