ranker,player,nationality,position,team,comp_level,age,birth_year,minutes_90s,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net,matches,player_id
2123,Santiago Pierotti,ar ARG,FW,Lecce,it Serie A,23,2001,21.5,4,32,7,21.9,1.49,0.33,0.13,0.57,15.1,0,0,0,3.1,3.1,0.10,+0.9,+0.9,Matches,2124
2124,Balthazar Pierret,fr FRA,MF,Lecce,it Serie A,24,2000,19.1,0,6,0,0.0,0.31,0.00,0.00,,23.8,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,2125
2125,Andrea Pinamonti,it ITA,FW,Genoa,it Serie A,25,1999,31.7,10,78,29,37.2,2.46,0.92,0.13,0.34,16.1,2,0,1,7.7,7.0,0.09,+2.3,+3.0,Matches,2126
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,26
2126,Ethan Pinnock,jm JAM,DF,Brentford,eng Premier League,31,1993,21.3,2,10,6,60.0,0.47,0.28,0.20,0.33,11.1,0,0,0,1.1,1.1,0.11,+0.9,+0.9,Matches,2127
2127,Yeremi Pino,es ESP,"MF,FW",Villarreal,es La Liga,21,2002,21.5,4,29,8,27.6,1.35,0.37,0.14,0.50,12.8,0,0,0,3.9,3.9,0.13,+0.1,+0.1,Matches,2128
2128,Nicola Pintus,it ITA,DF,Cagliari,it Serie A,19,2005,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2129
2129,Niccolò Pisilli,it ITA,MF,Roma,it Serie A,19,2004,13.6,2,27,7,25.9,1.98,0.51,0.07,0.29,18.1,0,0,0,2.7,2.7,0.10,-0.7,-0.7,Matches,2130
2130,Damián Pizarro,cl CHI,"FW,MF",Udinese,it Serie A,19,2005,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2131
2131,Semuel Pizzignacco,it ITA,GK,Monza,it Serie A,22,2001,8.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2132
2132,Alassane Pléa,fr FRA,"MF,FW",Gladbach,de Bundesliga,31,1993,21.1,11,41,12,29.3,1.94,0.57,0.24,0.83,15.2,1,1,1,7.4,6.6,0.16,+3.6,+3.4,Matches,2133
2133,Tommaso Pobega,it ITA,MF,Bologna,it Serie A,25,1999,13.1,2,24,8,33.3,1.83,0.61,0.08,0.25,18.8,0,0,0,2.1,2.0,0.08,-0.1,0.0,Matches,2134
2134,Daniel Podence,pt POR,"MF,FW",Wolves,eng Premier League,28,1995,0.5,0,1,0,0.0,1.87,0.00,0.00,,24.4,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches,2135
2135,Joel Pohjanpalo,fi FIN,FW,Venezia,it Serie A,29,1994,17.8,6,34,13,38.2,1.91,0.73,0.09,0.23,16.9,0,3,4,7.5,4.3,0.13,-1.5,-1.3,Matches,2136
2136,Matteo Politano,it ITA,"FW,MF",Napoli,it Serie A,30,1993,31.2,3,56,14,25.0,1.80,0.45,0.05,0.21,19.5,1,0,0,3.1,3.1,0.06,-0.1,-0.1,Matches,2137
2137,Alfie Pond,eng ENG,DF,Wolves,eng Premier League,20,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2138
2138,Marin Pongračić,hr CRO,DF,Fiorentina,it Serie A,26,1997,15.2,0,2,1,50.0,0.13,0.07,0.00,0.00,17.7,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches,2139
2139,Nick Pope,eng ENG,GK,Newcastle Utd,eng Premier League,32,1992,28.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2140
2140,Finn Porath,de GER,"DF,MF",Holstein Kiel,de Bundesliga,27,1997,21.9,2,29,12,41.4,1.32,0.55,0.07,0.17,21.4,0,0,0,1.9,1.8,0.09,+0.1,+0.2,Matches,2141
2141,Pedro Porro,es ESP,DF,Tottenham,eng Premier League,24,1999,29.0,2,39,8,20.5,1.34,0.28,0.05,0.25,23.0,4,0,0,1.6,1.6,0.04,+0.4,+0.4,Matches,2142
2142,Portu,es ESP,"FW,MF",Girona,es La Liga,32,1992,8.7,1,8,3,37.5,0.92,0.35,0.13,0.33,16.6,0,0,0,1.6,1.6,0.21,-0.6,-0.6,Matches,2143
2143,Stefan Posch,at AUT,DF,Bologna,it Serie A,27,1997,7.9,0,2,0,0.0,0.25,0.00,0.00,,20.5,0,0,0,0.3,0.3,0.14,-0.3,-0.3,Matches,2144
2144,Stefan Posch,at AUT,DF,Atalanta,it Serie A,27,1997,4.3,0,3,2,66.7,0.70,0.47,0.00,0.00,11.2,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches,2145
2145,Tom Pouilly,fr FRA,"DF,MF",Lens,fr Ligue 1,21,2003,3.0,0,5,2,40.0,1.65,0.66,0.00,0.00,18.3,0,0,0,0.4,0.4,0.08,-0.4,-0.4,Matches,2146
2146,Yussuf Poulsen,dk DEN,"FW,MF",RB Leipzig,de Bundesliga,30,1994,4.2,2,15,8,53.3,3.57,1.90,0.13,0.25,9.4,0,0,0,3.3,3.3,0.23,-1.3,-1.3,Matches,2147
2147,Beñat Prados,es ESP,MF,Athletic Club,es La Liga,23,2001,19.1,1,16,5,31.3,0.84,0.26,0.06,0.20,20.1,0,0,0,1.0,1.0,0.06,0.0,0.0,Matches,2148
2148,Alexander Prass,at AUT,DF,Hoffenheim,de Bundesliga,23,2001,17.4,0,12,1,8.3,0.69,0.06,0.00,0.00,18.6,1,0,0,0.9,0.9,0.07,-0.9,-0.9,Matches,2149
2149,Matteo Prati,it ITA,MF,Cagliari,it Serie A,20,2003,6.3,0,4,0,0.0,0.63,0.00,0.00,,27.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,2150
2150,Abdón Prats,es ESP,"FW,MF",Mallorca,es La Liga,31,1992,5.1,2,13,4,30.8,2.57,0.79,0.08,0.25,14.7,0,1,1,2.2,1.5,0.11,-0.2,-0.5,Matches,2151
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,26
2151,David Preu,de GER,"MF,DF",Union Berlin,de Bundesliga,19,2004,1.3,0,2,0,0.0,1.49,0.00,0.00,,16.3,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,2152
2152,Grischa Prömel,de GER,MF,Hoffenheim,de Bundesliga,29,1995,1.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2153
2153,Ivan Provedel,it ITA,GK,Lazio,it Serie A,30,1994,29.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2154
2154,Ivan Prtajin,hr CRO,FW,Union Berlin,de Bundesliga,28,1996,1.8,0,8,2,25.0,4.47,1.12,0.00,0.00,15.7,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches,2155
2155,Javi Puado,es ESP,"FW,MF",Espanyol,es La Liga,26,1998,33.0,12,66,19,28.8,2.00,0.57,0.11,0.37,20.7,0,5,5,11.6,7.7,0.12,+0.4,-0.7,Matches,2156
2156,Tymoteusz Puchacz,pl POL,DF,Holstein Kiel,de Bundesliga,25,1999,4.4,0,4,1,25.0,0.91,0.23,0.00,0.00,21.6,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,2157
2157,Diego Pugno,it ITA,FW,Juventus,it Serie A,18,2006,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2158
2158,Christian Pulisic,us USA,"FW,MF",Milan,it Serie A,25,1998,27.5,11,53,20,37.7,1.92,0.73,0.15,0.40,16.7,1,3,4,12.0,8.9,0.17,-1.0,-0.9,Matches,2159
2159,Jarell Quansah,eng ENG,DF,Liverpool,eng Premier League,21,2003,5.5,0,1,0,0.0,0.18,0.00,0.00,,8.9,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Matches,2160
2160,Leopold Querfeld,at AUT,DF,Union Berlin,de Bundesliga,20,2003,19.4,2,16,4,25.0,0.82,0.21,0.13,0.50,14.1,0,0,0,1.1,1.1,0.07,+0.9,+0.9,Matches,2161
2161,Dani Raba,es ESP,"FW,MF",Leganés,es La Liga,28,1995,20.9,8,39,12,30.8,1.87,0.57,0.10,0.33,25.5,4,4,5,7.5,3.6,0.09,+0.5,+0.4,Matches,2162
2162,Adrien Rabiot,fr FRA,MF,Marseille,fr Ligue 1,29,1995,27.6,9,48,22,45.8,1.74,0.80,0.19,0.41,13.2,0,0,0,7.3,7.3,0.15,+1.7,+1.7,Matches,2163
2163,Ionuț Radu,ro ROU,GK,Venezia,it Serie A,27,1997,15.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2164
2164,Hamza Rafia,tn TUN,MF,Lecce,it Serie A,25,1999,11.8,0,10,2,20.0,0.85,0.17,0.00,0.00,23.3,1,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches,2165
2165,Arnau Rafús,es ESP,GK,Valladolid,es La Liga,21,2003,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2166
2166,Antonio Raillo,es ESP,DF,Mallorca,es La Liga,32,1991,35.6,2,35,8,22.9,0.98,0.22,0.06,0.25,12.8,0,0,0,2.0,2.0,0.06,0.0,0.0,Matches,2167
2167,Antonio Raimondo,it ITA,"FW,DF",Venezia,it Serie A,20,2004,1.0,0,1,1,100.0,0.96,0.96,0.00,0.00,4.4,0,0,0,0.3,0.3,0.32,-0.3,-0.3,Matches,2168
2168,Ylber Ramadani,al ALB,MF,Lecce,it Serie A,28,1996,20.1,1,17,6,35.3,0.85,0.30,0.06,0.17,25.7,0,0,0,0.6,0.6,0.04,+0.4,+0.4,Matches,2169
2169,Benito Ramírez,es ESP,"DF,FW",Las Palmas,es La Liga,29,1995,5.3,0,10,1,10.0,1.88,0.19,0.00,0.00,22.7,1,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches,2170
2170,Sandro Ramírez,es ESP,"FW,MF",Las Palmas,es La Liga,29,1995,22.6,9,51,20,39.2,2.26,0.88,0.16,0.40,24.3,14,1,1,4.1,3.3,0.06,+4.9,+4.7,Matches,2171
2171,Jacobo Ramón,es ESP,DF,Real Madrid,es La Liga,19,2005,2.3,1,2,1,50.0,0.88,0.44,0.50,1.00,9.5,0,0,0,0.2,0.2,0.08,+0.8,+0.8,Matches,2172
2172,Gonçalo Ramos,pt POR,FW,Paris S-G,fr Ligue 1,23,2001,11.8,10,52,29,55.8,4.39,2.45,0.15,0.28,11.3,0,2,3,13.6,11.3,0.22,-3.6,-3.3,Matches,2173
2173,Aaron Ramsdale,eng ENG,GK,Southampton,eng Premier League,26,1998,30.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2174
2174,Jacob Ramsey,eng ENG,"FW,MF",Aston Villa,eng Premier League,23,2001,18.0,1,19,4,21.1,1.05,0.22,0.05,0.25,16.8,0,0,0,1.6,1.6,0.08,-0.6,-0.6,Matches,2175
2175,Luca Ranieri,it ITA,DF,Fiorentina,it Serie A,25,1999,34.1,1,11,5,45.5,0.32,0.15,0.09,0.20,16.2,0,0,0,1.1,1.1,0.11,-0.1,-0.1,Matches,2176
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,26
2176,Grant Ranos,am ARM,FW,Gladbach,de Bundesliga,21,2003,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2177
2177,Lilian Raolisoa,fr FRA,"DF,FW",Angers,fr Ligue 1,24,2000,14.6,0,14,1,7.1,0.96,0.07,0.00,0.00,23.2,1,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches,2178
2178,Raphinha,br BRA,"FW,MF",Barcelona,es La Liga,27,1996,31.5,18,112,40,35.7,3.55,1.27,0.14,0.40,19.1,18,2,2,19.2,17.6,0.16,-1.2,-1.6,Matches,2179
2179,Marcus Rashford,eng ENG,"FW,MF",Manchester Utd,eng Premier League,26,1997,10.9,4,16,9,56.3,1.47,0.83,0.25,0.44,16.4,0,0,0,1.7,1.7,0.11,+2.3,+2.3,Matches,2180
2180,Marcus Rashford,eng ENG,FW,Aston Villa,eng Premier League,26,1997,4.9,2,18,5,27.8,3.65,1.01,0.06,0.20,19.4,2,1,1,3.1,2.3,0.13,-1.1,-1.3,Matches,2181
2181,Giacomo Raspadori,it ITA,"FW,MF",Napoli,it Serie A,24,2000,12.3,6,42,14,33.3,3.43,1.14,0.14,0.43,16.0,2,0,0,4.0,4.0,0.10,+2.0,+2.0,Matches,2182
2182,Andrei Ratiu,ro ROU,DF,Rayo Vallecano,es La Liga,26,1998,34.1,2,31,7,22.6,0.91,0.21,0.06,0.29,19.1,0,0,0,1.8,1.8,0.06,+0.2,+0.2,Matches,2183
2183,Raúl,es ESP,"FW,MF",Osasuna,es La Liga,23,2000,8.3,4,25,12,48.0,3.00,1.44,0.16,0.33,14.4,0,0,0,3.5,3.5,0.14,+0.5,+0.5,Matches,2184
2184,David Raum,de GER,DF,RB Leipzig,de Bundesliga,26,1998,19.8,1,9,4,44.4,0.45,0.20,0.11,0.25,17.9,3,0,0,0.5,0.5,0.05,+0.5,+0.5,Matches,2185
2185,Federico Ravaglia,it ITA,GK,Bologna,it Serie A,24,1999,11.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2186
2186,Rayan Raveloson,mg MAD,"MF,DF",Auxerre,fr Ligue 1,27,1997,8.0,1,16,5,31.3,1.99,0.62,0.06,0.20,21.6,1,0,0,0.8,0.8,0.05,+0.2,+0.2,Matches,2187
2187,David Raya,es ESP,GK,Arsenal,eng Premier League,28,1995,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2188
2188,Abde Rebbach,dz ALG,"FW,MF",Alavés,es La Liga,25,1998,4.3,0,6,1,16.7,1.40,0.23,0.00,0.00,20.3,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,2189
2189,Ante Rebić,hr CRO,"FW,MF",Lecce,it Serie A,30,1993,8.8,1,13,5,38.5,1.48,0.57,0.08,0.20,16.7,0,0,0,2.1,2.1,0.16,-1.1,-1.1,Matches,2190
2190,Harrison Reed,eng ENG,MF,Fulham,eng Premier League,29,1995,1.2,0,3,2,66.7,2.50,1.67,0.00,0.00,21.7,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches,2191
2191,Remy Rees-Dottin,eng ENG,FW,Bournemouth,eng Premier League,18,2006,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2192
2192,Sergio Reguilón,es ESP,DF,Tottenham,eng Premier League,27,1996,2.2,0,2,0,0.0,0.92,0.00,0.00,,13.3,1,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,2193
2193,Tijjani Reijnders,nl NED,MF,Milan,it Serie A,26,1998,34.8,10,77,28,36.4,2.22,0.81,0.13,0.36,20.0,2,0,0,7.5,7.5,0.10,+2.5,+2.5,Matches,2194
2194,Pepe Reina,es ESP,GK,Como,it Serie A,41,1982,11.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2195
2195,Vitor Reis,br BRA,DF,Manchester City,eng Premier League,18,2006,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2196
2196,Rocco Reitz,de GER,MF,Gladbach,de Bundesliga,22,2002,20.3,2,23,7,30.4,1.13,0.34,0.09,0.29,16.8,0,0,0,1.7,1.7,0.07,+0.3,+0.3,Matches,2197
2197,Nicolai Remberg,de GER,MF,Holstein Kiel,de Bundesliga,24,2000,26.9,0,24,2,8.3,0.89,0.07,0.00,0.00,17.9,0,0,0,1.5,1.5,0.06,-1.5,-1.5,Matches,2198
2198,Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,29,1995,36.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2199
2199,Devyne Rensch,nl NED,DF,Roma,it Serie A,21,2003,5.2,0,3,2,66.7,0.58,0.38,0.00,0.00,13.6,0,0,0,0.3,0.3,0.09,-0.3,-0.3,Matches,2200
2200,Daniel Requena,es ESP,MF,Villarreal,es La Liga,20,2004,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2201
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,26
2201,Guillaume Restes,fr FRA,GK,Toulouse,fr Ligue 1,19,2005,28.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2202
2202,Mateo Retegui,it ITA,FW,Atalanta,it Serie A,25,1999,26.5,25,99,32,32.3,3.74,1.21,0.21,0.66,12.8,2,4,5,18.9,14.9,0.15,+6.1,+6.1,Matches,2203
2203,Elvis Rexhbeçaj,xk KVX,MF,Augsburg,de Bundesliga,26,1997,19.8,1,29,5,17.2,1.46,0.25,0.03,0.20,20.2,1,0,0,1.4,1.4,0.05,-0.4,-0.4,Matches,2204
2204,Gio Reyna,us USA,MF,Dortmund,de Bundesliga,21,2002,3.9,2,3,2,66.7,0.77,0.51,0.67,1.00,18.3,0,0,0,0.2,0.2,0.06,+1.8,+1.8,Matches,2205
2205,Chadi Riad,ma MAR,DF,Crystal Palace,eng Premier League,21,2003,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2206
2206,Alexsandro Ribeiro,br BRA,DF,Lille,fr Ligue 1,24,1999,30.0,1,21,4,19.0,0.70,0.13,0.05,0.25,10.3,0,0,0,1.6,1.6,0.08,-0.6,-0.6,Matches,2207
2207,Samuele Ricci,it ITA,MF,Torino,it Serie A,22,2001,31.4,1,22,7,31.8,0.70,0.22,0.05,0.14,25.3,0,0,0,1.3,1.3,0.06,-0.3,-0.3,Matches,2208
2208,Declan Rice,eng ENG,MF,Arsenal,eng Premier League,25,1999,31.4,4,48,14,29.2,1.53,0.45,0.08,0.29,19.6,2,0,0,3.5,3.5,0.07,+0.5,+0.5,Matches,2209
2209,Chris Richards,us USA,DF,Crystal Palace,eng Premier League,24,2000,21.4,1,12,6,50.0,0.56,0.28,0.08,0.17,10.8,0,0,0,1.4,1.4,0.12,-0.4,-0.4,Matches,2210
2210,Amir Richardson,ma MAR,MF,Fiorentina,it Serie A,22,2002,12.2,1,11,5,45.5,0.90,0.41,0.09,0.20,20.6,0,0,0,0.9,0.9,0.08,+0.1,+0.1,Matches,2211
2211,Richarlison,br BRA,FW,Tottenham,eng Premier League,27,1997,5.6,4,17,7,41.2,3.04,1.25,0.24,0.57,9.1,0,0,0,3.7,3.7,0.22,+0.3,+0.3,Matches,2212
2212,Diego Rico,es ESP,DF,Getafe,es La Liga,31,1993,31.3,0,16,3,18.8,0.51,0.10,0.00,0.00,31.1,1,0,0,0.4,0.4,0.02,-0.4,-0.4,Matches,2213
2213,Fabian Rieder,ch SUI,"MF,FW",Stuttgart,de Bundesliga,22,2002,9.6,1,20,7,35.0,2.08,0.73,0.05,0.14,22.1,6,0,0,1.4,1.4,0.07,-0.4,-0.4,Matches,2214
2214,Lasse Rieß,de GER,GK,Mainz 05,de Bundesliga,23,2001,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2215
2215,Luis Rioja,es ESP,FW,Alavés,es La Liga,30,1993,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2216
2216,Luis Rioja,es ESP,"MF,FW",Valencia,es La Liga,30,1993,31.5,5,28,12,42.9,0.89,0.38,0.11,0.25,21.2,1,2,2,3.3,1.7,0.06,+1.7,+1.3,Matches,2217
2217,Rodrigo Riquelme,es ESP,"MF,DF",Atlético Madrid,es La Liga,24,2000,5.7,0,14,4,28.6,2.44,0.70,0.00,0.00,17.7,1,0,0,0.9,0.9,0.06,-0.9,-0.9,Matches,2218
2218,Alberto Risco,es ESP,"MF,FW",Getafe,es La Liga,18,2005,0.8,0,4,1,25.0,5.22,1.30,0.00,0.00,21.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,2219
2219,Mihailo Ristić,rs SRB,"DF,MF",Celta Vigo,es La Liga,28,1995,4.8,0,2,0,0.0,0.42,0.00,0.00,,26.1,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches,2220
2220,Lars Ritzka,de GER,"DF,MF",St. Pauli,de Bundesliga,26,1998,10.2,1,8,1,12.5,0.78,0.10,0.13,1.00,25.0,0,0,0,0.4,0.4,0.06,+0.6,+0.6,Matches,2221
2221,Gorka Rivera Alonso,es ESP,"DF,MF",Getafe,es La Liga,19,2004,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2222
2222,Sergi Roberto,es ESP,MF,Como,it Serie A,32,1992,7.7,0,6,1,16.7,0.78,0.13,0.00,0.00,23.5,0,0,0,0.7,0.7,0.11,-0.7,-0.7,Matches,2223
2223,Andrew Robertson,sct SCO,DF,Liverpool,eng Premier League,30,1994,27.6,0,15,2,13.3,0.54,0.07,0.00,0.00,14.9,0,0,0,1.2,1.2,0.08,-1.2,-1.2,Matches,2224
2224,Antonee Robinson,us USA,DF,Fulham,eng Premier League,26,1997,35.2,0,16,2,12.5,0.45,0.06,0.00,0.00,22.1,0,0,0,0.7,0.7,0.04,-0.7,-0.7,Matches,2225
2225,Jay Robinson,eng ENG,"MF,FW",Southampton,eng Premier League,17,2007,1.5,0,1,1,100.0,0.66,0.66,0.00,0.00,13.2,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches,2226
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,26
2226,Marc Roca,es ESP,MF,Betis,es La Liga,27,1996,10.1,2,12,4,33.3,1.19,0.40,0.17,0.50,16.9,1,0,0,1.1,1.1,0.09,+0.9,+0.9,Matches,2227
2227,Rodri,es ESP,MF,Manchester City,eng Premier League,28,1996,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2228
2228,Rodri,es ESP,FW,Betis,es La Liga,24,2000,1.3,0,2,2,100.0,1.53,1.53,0.00,0.00,22.6,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches,2229
2229,Adrian Rodriguez,es ESP,GK,Alavés,es La Liga,23,2000,1.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2230
2230,Alejandro Rodriguez,pt POR,MF,Lyon,fr Ligue 1,16,2008,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2231
2231,Álvaro Rodríguez,uy URU,FW,Getafe,es La Liga,20,2004,9.5,2,25,10,40.0,2.64,1.06,0.08,0.20,16.8,0,0,0,1.2,1.2,0.05,+0.8,+0.8,Matches,2232
2232,Óscar Rodríguez Arnaiz,es ESP,"MF,FW",Leganés,es La Liga,26,1998,14.8,1,33,6,18.2,2.23,0.41,0.03,0.17,25.1,9,0,0,2.1,2.1,0.06,-1.1,-1.1,Matches,2233
2233,Arturo Rodríguez,es ESP,FW,Las Palmas,es La Liga,17,2006,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2234
2234,Damián Rodríguez,es ESP,MF,Celta Vigo,es La Liga,21,2003,10.3,0,4,0,0.0,0.39,0.00,0.00,,27.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,2235
2235,Dani Rodríguez,es ESP,"MF,FW",Mallorca,es La Liga,36,1988,24.0,4,31,10,32.3,1.29,0.42,0.13,0.40,17.9,1,0,0,2.8,2.8,0.09,+1.2,+1.2,Matches,2236
2236,Daniel Rodriguez,es ESP,FW,Barcelona,es La Liga,18,2005,0.4,0,2,0,0.0,4.86,0.00,0.00,,22.2,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches,2237
2237,Guido Rodríguez,ar ARG,MF,West Ham,eng Premier League,30,1994,12.8,0,8,1,12.5,0.63,0.08,0.00,0.00,27.8,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,2238
2238,James Rodríguez,co COL,"MF,FW",Rayo Vallecano,es La Liga,33,1991,1.6,0,4,2,50.0,2.57,1.29,0.00,0.00,18.8,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches,2239
2239,Javi Rodríguez,es ESP,DF,Celta Vigo,es La Liga,21,2003,27.9,3,12,5,41.7,0.43,0.18,0.25,0.60,10.8,0,0,0,2.3,2.3,0.20,+0.7,+0.7,Matches,2240
2240,Jesus Rodríguez,es ESP,FW,Betis,es La Liga,18,2005,12.3,2,23,8,34.8,1.86,0.65,0.09,0.25,17.9,0,0,0,2.3,2.3,0.10,-0.3,-0.3,Matches,2241
2241,Kirian Rodríguez,es ESP,MF,Las Palmas,es La Liga,28,1996,19.5,0,21,8,38.1,1.08,0.41,0.00,0.00,21.8,0,0,0,1.6,1.6,0.08,-1.6,-1.6,Matches,2242
2242,Ricardo Rodríguez,ch SUI,DF,Betis,es La Liga,31,1992,14.2,0,5,1,20.0,0.35,0.07,0.00,0.00,26.3,2,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,2243
2243,Rodrygo,br BRA,"FW,MF",Real Madrid,es La Liga,23,2001,21.4,6,54,20,37.0,2.52,0.93,0.11,0.30,16.4,3,0,0,4.0,3.9,0.07,+2.0,+2.1,Matches,2244
2244,Mads Roerslev,dk DEN,DF,Brentford,eng Premier League,25,1999,12.2,0,5,2,40.0,0.41,0.16,0.00,0.00,20.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,2245
2245,Mads Roerslev,dk DEN,DF,Wolfsburg,de Bundesliga,25,1999,3.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2246
2246,Morgan Rogers,eng ENG,"FW,MF",Aston Villa,eng Premier League,22,2002,34.6,8,55,20,36.4,1.59,0.58,0.15,0.40,15.9,0,0,0,6.6,6.6,0.12,+1.4,+1.4,Matches,2247
2247,Merlin Röhl,de GER,"MF,FW",Freiburg,de Bundesliga,22,2002,10.7,0,12,3,25.0,1.12,0.28,0.00,0.00,18.2,0,0,0,0.8,0.8,0.06,-0.8,-0.8,Matches,2248
2248,Alessio Romagnoli,it ITA,DF,Lazio,it Serie A,29,1995,29.7,2,20,7,35.0,0.67,0.24,0.10,0.29,9.8,0,0,0,2.4,2.4,0.12,-0.4,-0.4,Matches,2249
2249,Leo Román,es ESP,GK,Mallorca,es La Liga,24,2000,7.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2250
